panel,feature,side,source_family,rows,observed_rows,coverage_fraction,below_threshold,reason_code,reason
annual,charges_drawn_p100,defense,hustle,6942,5003,0.7206856813598387,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
annual,contested_2pt_p100,defense,hustle,6942,5003,0.7206856813598387,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
annual,contested_3pt_p100,defense,hustle,6942,5003,0.7206856813598387,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
annual,def_loose_balls_recovered_p100,defense,hustle,6942,5003,0.7206856813598387,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
annual,deflections_p100,defense,hustle,6942,5003,0.7206856813598387,True,source_history_and_row_absence,NBA hustle data starts in 2018 in the pinned source. A small number of later player-seasons also lack an observed hustle row.
annual,tight_3_accuracy,offense,player_sheet,6942,5036,0.7254393546528378,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,zts_pct_points,offense,playtype,6942,5140,0.7404206280610774,True,source_eligibility,The playtype build requires at least 250 minutes and 50 qualifying playtype possessions. Players below either threshold have no observed row.
annual,travels_p100,offense,player_sheet,6942,5170,0.7447421492365313,True,missing_player_sheet_input,The player sheet lacks Travels or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,corner3_accuracy,offense,player_sheet,6942,5201,0.7492077211178335,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,offensive_fouls_p100,offense,player_sheet,6942,5356,0.7715355805243446,True,missing_player_sheet_input,The player sheet lacks Offensive Fouls or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,long_mid_accuracy,offense,player_sheet,6942,5483,0.7898300201670988,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,arc3_accuracy,offense,player_sheet,6942,5489,0.7906943244021896,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,pull_up_3_accuracy,offense,player_sheet,6942,5551,0.799625468164794,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,corner3_fga_p100,offense,player_sheet,6942,5682,0.8184961106309421,True,missing_player_sheet_input,The player sheet lacks Corner3FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,corner3_frequency,offense,player_sheet,6942,5682,0.8184961106309421,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,recovered_blocks_p100,offense+defense,player_sheet,6942,5823,0.8388072601555747,True,missing_player_sheet_input,The player sheet lacks RecoveredBlocks or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,lost_ball_turnover_share,offense,player_sheet,6942,5968,0.8596946125036012,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,lost_ball_turnovers_p100,offense,player_sheet,6942,5968,0.8596946125036012,True,missing_player_sheet_input,The player sheet lacks LostBallTurnovers or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,open_3_accuracy,offense,player_sheet,6942,5971,0.8601267646211467,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,arc3_fga_p100,offense,player_sheet,6942,5993,0.8632958801498127,True,missing_player_sheet_input,The player sheet lacks Arc3FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,arc3_frequency,offense,player_sheet,6942,5993,0.8632958801498127,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,long_mid_fga_p100,offense,player_sheet,6942,6100,0.8787093056755978,True,missing_player_sheet_input,The player sheet lacks LongMidRangeFGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,long_mid_frequency,offense,player_sheet,6942,6100,0.8787093056755978,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,short_mid_accuracy,offense,player_sheet,6942,6109,0.8800057620282339,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,wide_open_3_accuracy,offense,player_sheet,6942,6268,0.9029098242581388,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,shooting_fouls_drawn_p100,offense,player_sheet,6942,6270,0.9031979256698358,True,missing_player_sheet_input,The player sheet lacks ShootingFoulsDrawn or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,live_ball_turnover_share,offense,player_sheet,6942,6282,0.9049265341400173,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,live_ball_turnovers_p100,offense,player_sheet,6942,6282,0.9049265341400173,True,missing_player_sheet_input,The player sheet lacks LiveBallTurnovers or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,FTM_p100,offense+defense,player_sheet,6942,6293,0.9065110919043503,True,missing_player_sheet_input,The player sheet lacks FTM or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,ft_pct,offense+defense,player_sheet,6942,6293,0.9065110919043503,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,at_rim_accuracy,offense,player_sheet,6942,6327,0.9114088159031979,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,short_mid_fga_p100,offense,player_sheet,6942,6347,0.9142898300201671,True,missing_player_sheet_input,The player sheet lacks ShortMidRangeFGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,short_mid_frequency,offense,player_sheet,6942,6347,0.9142898300201671,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,catch_shoot_3_accuracy,offense,player_sheet,6942,6363,0.9165946413137425,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,at_rim_fga_p100,offense,player_sheet,6942,6371,0.9177470469605301,True,missing_player_sheet_input,The player sheet lacks AtRimFGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,at_rim_frequency,offense,player_sheet,6942,6371,0.9177470469605301,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,FG2M_p100,offense+defense,player_sheet,6942,6383,0.9194756554307116,True,missing_player_sheet_input,The player sheet lacks FG2M or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,fg2_pct,offense+defense,player_sheet,6942,6383,0.9194756554307116,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,shot_quality_average,offense,player_sheet,6942,6430,0.9262460386055892,True,missing_weighted_average_input,"The player sheet lacks ShotQualityAvg, or has no positive FGA weight, for some player-seasons."
annual,fg3_pct,offense+defense,player_sheet,6942,6443,0.9281186977816192,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,pull_up_accuracy,offense,player_sheet,6942,6460,0.9305675597810429,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,elbow_points_per_touch,defense,player_sheet,6942,6467,0.9315759147219821,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,very_tight_accuracy,offense,player_sheet,6942,6490,0.9348890809564967,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,very_tight_fga_p100,offense,player_sheet,6942,6490,0.9348890809564967,True,missing_player_sheet_input,The player sheet lacks very_tight_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,drive_assists_per_drive,defense,player_sheet,6942,6681,0.9624027657735523,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,drive_fta_per_drive,defense,player_sheet,6942,6681,0.9624027657735523,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,drive_points_per_drive,defense,player_sheet,6942,6681,0.9624027657735523,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,drive_turnovers_per_drive,offense,player_sheet,6942,6681,0.9624027657735523,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,paint_points_per_touch,defense,player_sheet,6942,6690,0.9636992221261884,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,bad_pass_turnover_share,offense,player_sheet,6942,6693,0.9641313742437337,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,wide_open_accuracy,offense,player_sheet,6942,6713,0.9670123883607029,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,wide_open_fga_p100,offense,player_sheet,6942,6713,0.9670123883607029,True,missing_player_sheet_input,The player sheet lacks wide_open_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,catch_shoot_accuracy,offense,player_sheet,6942,6722,0.9683088447133391,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,open_accuracy,offense,player_sheet,6942,6762,0.9740708729472775,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,open_fga_p100,offense,player_sheet,6942,6762,0.9740708729472775,True,missing_player_sheet_input,The player sheet lacks open_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,tight_accuracy,offense,player_sheet,6942,6795,0.9788245462402766,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,tight_fga_p100,offense,player_sheet,6942,6795,0.9788245462402766,True,missing_player_sheet_input,The player sheet lacks tight_FGA or OffPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,rim_dfga_p100,defense,rim_dfg,6942,6819,0.9822817631806395,True,no_rim_defended_shot_row,The rim-defense dashboard omits player-seasons without an observed rim defended-shot row. The pipeline does not treat that absence as zero defense.
annual,rim_diff_pct_eb,defense,rim_dfg,6942,6819,0.9822817631806395,True,no_rim_defended_shot_row,The rim-defense dashboard omits player-seasons without an observed rim defended-shot row. The pipeline does not treat that absence as zero defense.
annual,rim_points_saved_p100,defense,rim_dfg,6942,6819,0.9822817631806395,True,no_rim_defended_shot_row,The rim-defense dashboard omits player-seasons without an observed rim defended-shot row. The pipeline does not treat that absence as zero defense.
annual,dreb_chances_p100,offense+defense,player_sheet,6942,6846,0.986171132238548,True,missing_player_sheet_input,The player sheet lacks DREB_CHANCES or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,dreb_contests_p100,offense+defense,player_sheet,6942,6846,0.986171132238548,True,missing_player_sheet_input,The player sheet lacks DREB_CONTEST or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,rebound_chances_p100,offense+defense,player_sheet,6942,6846,0.986171132238548,True,missing_player_sheet_input,The player sheet lacks REB_CHANCES or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,rebound_contests_p100,offense+defense,player_sheet,6942,6846,0.986171132238548,True,missing_player_sheet_input,The player sheet lacks REB_CONTEST or DefPoss for some rows. Most broad per-100 gaps come from missing lineup-derived OffPoss/DefPoss on low-exposure player-seasons; event-specific tracking fields add more gaps.
annual,true_shooting_pct,offense+defense,player_sheet,6942,6860,0.9881878421204264,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
annual,dfg_attempts_p100,defense,dfg,6942,6896,0.9933736675309709,False,complete,Observed coverage meets the gate.
annual,dfg_diff_pct_eb,defense,dfg,6942,6896,0.9933736675309709,False,complete,Observed coverage meets the gate.
annual,avg_dribbles_per_touch,defense,player_sheet,6942,6938,0.9994237971766061,False,complete,Observed coverage meets the gate.
annual,avg_seconds_per_touch,defense,player_sheet,6942,6938,0.9994237971766061,False,complete,Observed coverage meets the gate.
annual,passes_per_touch,defense,player_sheet,6942,6938,0.9994237971766061,False,complete,Observed coverage meets the gate.
annual,potential_assists_per_touch,defense,player_sheet,6942,6938,0.9994237971766061,False,complete,Observed coverage meets the gate.
annual,AST_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,AST_p100_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,BLK_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,DREB_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,FG2A_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,FG3A_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,FG3A_p100_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,FG3M_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,FTA_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,FTA_p100_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,OREB_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,PFD_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,PF_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,PTS_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,PTS_p100_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,STL_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,TOV_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,TOV_p100_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,arc3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,arc3_frequency_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,arc3_frequency_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,assist_points_created_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,assist_to_load_2017_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,at_rim_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,at_rim_frequency_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,at_rim_frequency_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,bad_pass_turnover_share_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,bad_pass_turnovers_p100,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,behavioral_passer_score_v1,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,box_creation_2017_eb_p100,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,catch_shoot_3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,catch_shoot_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,catch_shoot_fga_p100,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,corner3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,corner3_frequency_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,crafted_spacing_stable_v1,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,creation_to_load_2017_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_assists_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_assists_per_drive_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_fta_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_fta_per_drive_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_points_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_points_per_drive_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_turnovers_p100,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drive_turnovers_per_drive_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drives_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,drives_p100_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,elbow_points_per_touch_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,elbow_touches_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,fg2_pct_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,fg3_pct_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,front_court_touches_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,ft_pct_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,live_ball_turnover_share_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,long_mid_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,long_mid_frequency_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,lost_ball_turnover_share_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,offensive_load_2017_eb_p100,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,open_3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,open_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,paint_points_per_touch_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,paint_touches_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,passes_made_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,passes_per_touch_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,passes_received_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,post_points_per_touch_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,post_touches_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,potential_assists_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,potential_assists_p100_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,potential_assists_per_touch_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,pull_up_3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,pull_up_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,pull_up_fga_p100,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,secondary_assists_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,shooting_proficiency_2017_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,short_mid_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,short_mid_frequency_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,shot_quality_average_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,tight_3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,tight_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,time_of_possession_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,touches_p100,defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,true_shooting_pct_relative,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,turnover_to_load_2017_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,usage_events_p100,offense+defense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,very_tight_3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,very_tight_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,wide_open_3_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
annual,wide_open_accuracy_eb,offense,player_sheet,6942,6942,1.0,False,complete,Observed coverage meets the gate.
five_year,very_tight_3_accuracy,offense,player_sheet,8620,3444,0.39953596287703014,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,zts_pct_points,offense,playtype,8620,5977,0.6933874709976798,True,source_eligibility,The playtype build requires at least 250 minutes and 50 qualifying playtype possessions. Players below either threshold have no observed row.
five_year,post_points_per_touch,defense,player_sheet,8620,6215,0.7209976798143851,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
five_year,tight_3_accuracy,offense,player_sheet,8620,6431,0.7460556844547563,True,zero_opportunity_or_missing_input,The rate is undefined when its player-season denominator is zero. It is also missing when the player sheet lacks the required tracking field or lineup-derived possession exposure.
